cmd_outer,cmd_inner,pitch_deg,yaw_deg
1466.0,1488.0,-3.357404428712536,-1.2951027870290126
1466.0,1557.0,-3.3627620397866145,1.4337914294248837
1466.0,1626.0,-3.5824429321865336,3.7669802719317205
1466.0,1695.0,-3.6515360950553726,6.169310405489683
1466.0,1764.0,-3.7610143904053635,8.471363934662074
1466.0,1833.0,-3.8486484730088484,10.63790308931134
1466.0,1902.0,-3.8662222277104155,12.564409336711394
1466.0,1971.0,-3.8854147600296693,14.41579027981947
1466.0,2040.0,-3.7016126967892973,15.587267185727939
1498.0,1350.0,-1.3567327711252681,-6.387014625642745
1498.0,1419.0,-1.3825573732027456,-4.19860454669759
1498.0,1488.0,-1.3127355550002475,-1.2617439614844466
1498.0,1557.0,-1.318093166074326,1.4671502549694497
1498.0,1626.0,-1.5377740584742452,3.8003390974762867
1498.0,1695.0,-1.6068672213430841,6.202669231034249
1498.0,1764.0,-1.7163455166930752,8.50472276020664
1498.0,1833.0,-1.80397959929656,10.671261914855906
1498.0,1902.0,-1.8215533539981268,12.59776816225596
1498.0,1971.0,-1.8407458863173811,14.449149105364036
1498.0,2040.0,-1.6569438230770088,15.620626011272504
1530.0,1350.0,0.37520169277291504,-6.356215208360619
1530.0,1419.0,0.34937709069543776,-4.167805129415464
1530.0,1488.0,0.4191989088979358,-1.2309445442023208
1530.0,1557.0,0.41384129782385715,1.4979496722515755
1530.0,1626.0,0.1941604054239382,3.8311385147584125
1530.0,1695.0,0.1250672425550992,6.233468648316375
1530.0,1764.0,0.015588947205108117,8.535522177488765
1530.0,1833.0,-0.07204513539837676,10.702061332138031
1530.0,1902.0,-0.0896188900999435,12.628567579538085
1530.0,1971.0,-0.10881142241919783,14.479948522646161
1530.0,2040.0,0.07499064082117446,15.65142542855463
1562.0,1350.0,2.3693800364109263,-6.310238013453892
1562.0,1419.0,2.343555434333449,-4.121827934508737
1562.0,1488.0,2.413377252535947,-1.184967349295594
1562.0,1557.0,2.4080196414618684,1.5439268671583022
1562.0,1626.0,2.1883387490619493,3.877115709665139
1562.0,1695.0,2.1192455861931103,6.279445843223102
1562.0,1764.0,2.0097672908431194,8.581499372395491
1562.0,1833.0,1.9221332082396345,10.748038527044757
1562.0,1902.0,1.9045594535380677,12.674544774444811
1562.0,1971.0,1.8853669212188133,14.525925717552887
1562.0,2040.0,2.0691689844591856,15.697402623461356
1594.0,1350.0,4.327588026623744,-6.292729570465977
1594.0,1419.0,4.301763424546266,-4.104319491520822
1594.0,1488.0,4.371585242748765,-1.167458906307679
1594.0,1557.0,4.366227631674685,1.5614353101462173
1594.0,1626.0,4.146546739274767,3.894624152653054
1594.0,1695.0,4.077453576405928,6.296954286211017
1594.0,1764.0,3.9679752810559368,8.599007815383407
1594.0,1833.0,3.880341198452452,10.765546970032673
1594.0,1902.0,3.8627674437508848,12.692053217432727
1594.0,1971.0,3.843574911431631,14.543434160540803
1594.0,2040.0,4.027376974672003,15.714911066449272
1626.0,1350.0,5.93073192592421,-6.24797883999571
1626.0,1419.0,5.904907323846732,-4.059568761050555
1626.0,1488.0,5.974729142049231,-1.1227081758374116
1626.0,1557.0,5.969371530975152,1.6061860406164847
1626.0,1626.0,5.749690638575233,3.9393748831233215
1626.0,1695.0,5.680597475706394,6.341705016681284
1626.0,1764.0,5.571119180356403,8.643758545853675
1626.0,1833.0,5.483485097752918,10.810297700502941
1626.0,1902.0,5.465911343051351,12.736803947902995
1626.0,1971.0,5.446718810732097,14.588184891011071
1626.0,2040.0,5.630520873972469,15.75966179691954
1658.0,1350.0,7.461353979768381,-6.198963622535248
1658.0,1419.0,7.435529377690903,-4.010553543590093
1658.0,1488.0,7.505351195893402,-1.0736929583769494
1658.0,1557.0,7.499993584819323,1.6552012580769468
1658.0,1626.0,7.280312692419404,3.988390100583784
1658.0,1695.0,7.211219529550565,6.390720234141746
1658.0,1764.0,7.101741234200574,8.692773763314136
1658.0,1833.0,7.014107151597089,10.859312917963402
1658.0,1902.0,6.996533396895522,12.785819165363456
1658.0,1971.0,6.977340864576268,14.637200108471532
1658.0,2040.0,7.16114292781664,15.80867701438
1690.0,1350.0,8.218485179452268,-6.135809326888436
1690.0,1419.0,8.19266057737479,-3.9473992479432813
1690.0,1488.0,8.262482395577289,-1.0105386627301385
1690.0,1557.0,8.25712478450321,1.7183555537237578
1690.0,1626.0,8.03744389210329,4.051544396230595
1690.0,1695.0,7.9683507292344515,6.453874529788558
1690.0,1764.0,7.858872433884461,8.755928058960947
1690.0,1833.0,7.771238351280975,10.922467213610213
1690.0,1902.0,7.753664596579409,12.848973461010267
1690.0,1971.0,7.734472064260155,14.700354404118343
1690.0,2040.0,7.918274127500527,15.871831310026812
