t_mono,dev_t,seg_id,t_fc_us,servo1_raw,servo2_raw,servo3_raw,servo4_raw,servo5_raw,servo6_raw,servo7_raw,servo8_raw
342850.014049,5947303,0,5947303,1000,1000,1000,1000,0,0,0,0
342850.067749,5999934,0,5999934,1000,1000,1000,1000,0,0,0,0
342850.119617,6052565,0,6052565,1000,1000,1000,1000,0,0,0,0
342850.172145,6105196,0,6105196,1000,1000,1000,1000,0,0,0,0
342850.224907,6157827,0,6157827,1000,1000,1000,1000,0,0,0,0
342850.277607,6210458,0,6210458,1000,1000,1000,1000,0,0,0,0
342850.329997,6263089,0,6263089,1000,1000,1000,1000,0,0,0,0
342850.382806,6315720,0,6315720,1000,1000,1000,1000,0,0,0,0
342850.435563,6368351,0,6368351,1000,1000,1000,1000,0,0,0,0
342850.488395,6420982,0,6420982,1000,1000,1000,1000,0,0,0,0
342850.54075,6473613,0,6473613,1000,1000,1000,1000,0,0,0,0
342850.594987,6526244,0,6526244,1000,1000,1000,1000,0,0,0,0
342850.645817,6578875,0,6578875,1000,1000,1000,1000,0,0,0,0
342850.698496,6631506,0,6631506,1000,1000,1000,1000,0,0,0,0
342850.751004,6684137,0,6684137,1000,1000,1000,1000,0,0,0,0
342850.803603,6736768,0,6736768,1000,1000,1000,1000,0,0,0,0
342850.856531,6789399,0,6789399,1000,1000,1000,1000,0,0,0,0
342850.909221,6842030,0,6842030,1000,1000,1000,1000,0,0,0,0
342850.961359,6894661,0,6894661,1000,1000,1000,1000,0,0,0,0
342851.014687,6947292,0,6947292,1000,1000,1000,1000,0,0,0,0
342851.067071,6999923,0,6999923,1000,1000,1000,1000,0,0,0,0
342851.119467,7052554,0,7052554,1000,1000,1000,1000,0,0,0,0
342851.172269,7105185,0,7105185,1000,1000,1000,1000,0,0,0,0
342851.224513,7157816,0,7157816,1000,1000,1000,1000,0,0,0,0
342851.277338,7210447,0,7210447,1000,1000,1000,1000,0,0,0,0
342851.330093,7263078,0,7263078,1000,1000,1000,1000,0,0,0,0
342851.382895,7315709,0,7315709,1000,1000,1000,1000,0,0,0,0
342851.435216,7368340,0,7368340,1000,1000,1000,1000,0,0,0,0
342851.488236,7420971,0,7420971,1000,1000,1000,1000,0,0,0,0
342851.540533,7473602,0,7473602,1000,1000,1000,1000,0,0,0,0
342851.593163,7526233,0,7526233,1000,1000,1000,1000,0,0,0,0
342851.645742,7578864,0,7578864,1000,1000,1000,1000,0,0,0,0
342851.69859,7631495,0,7631495,1000,1000,1000,1000,0,0,0,0
342851.751087,7684126,0,7684126,1000,1000,1000,1000,0,0,0,0
342851.803773,7736757,0,7736757,1000,1000,1000,1000,0,0,0,0
342851.856674,7789388,0,7789388,1000,1000,1000,1000,0,0,0,0
342851.909062,7842019,0,7842019,1000,1000,1000,1000,0,0,0,0
342851.961653,7894650,0,7894650,1000,1000,1000,1000,0,0,0,0
342852.01446,7947281,0,7947281,1000,1000,1000,1000,0,0,0,0
342852.066736,7999912,0,7999912,1000,1000,1000,1000,0,0,0,0
342852.119441,8052543,0,8052543,1000,1000,1000,1000,0,0,0,0
342852.17217,8105174,0,8105174,1000,1000,1000,1000,0,0,0,0
342852.22496,8157805,0,8157805,1000,1000,1000,1000,0,0,0,0
342852.277294,8210436,0,8210436,1000,1000,1000,1000,0,0,0,0
342852.329884,8263067,0,8263067,1000,1000,1000,1000,0,0,0,0
342852.382651,8315698,0,8315698,1000,1000,1000,1000,0,0,0,0
342852.435383,8368329,0,8368329,1000,1000,1000,1000,0,0,0,0
342852.487988,8420960,0,8420960,1000,1000,1000,1000,0,0,0,0
342852.540782,8473591,0,8473591,1000,1000,1000,1000,0,0,0,0
342852.593264,8526222,0,8526222,1000,1000,1000,1000,0,0,0,0
342852.645964,8578853,0,8578853,1000,1000,1000,1000,0,0,0,0
342852.698539,8631484,0,8631484,1000,1000,1000,1000,0,0,0,0
342852.751304,8684115,0,8684115,1000,1000,1000,1000,0,0,0,0
342852.8038,8736746,0,8736746,1000,1000,1000,1000,0,0,0,0
342852.856784,8789377,0,8789377,1000,1000,1000,1000,0,0,0,0
342852.909113,8842008,0,8842008,1000,1000,1000,1000,0,0,0,0
342852.961821,8894639,0,8894639,1000,1000,1000,1000,0,0,0,0
342853.01426,8947270,0,8947270,1000,1000,1000,1000,0,0,0,0
342853.067429,8999901,0,8999901,1000,1000,1000,1000,0,0,0,0
342853.119394,9052532,0,9052532,1000,1000,1000,1000,0,0,0,0
342853.172,9105163,0,9105163,1000,1000,1000,1000,0,0,0,0
342853.224971,9157794,0,9157794,1000,1000,1000,1000,0,0,0,0
342853.277531,9210425,0,9210425,1000,1000,1000,1000,0,0,0,0
342853.33018,9263056,0,9263056,1000,1000,1000,1000,0,0,0,0
342853.38275,9315687,0,9315687,1000,1000,1000,1000,0,0,0,0
342853.435605,9368318,0,9368318,1000,1000,1000,1000,0,0,0,0
342853.48783,9420949,0,9420949,1000,1000,1000,1000,0,0,0,0
342853.540588,9473580,0,9473580,1000,1000,1000,1000,0,0,0,0
342853.593005,9526211,0,9526211,1000,1000,1000,1000,0,0,0,0
342853.645634,9578842,0,9578842,1000,1000,1000,1000,0,0,0,0
342853.698652,9631473,0,9631473,1000,1000,1000,1000,0,0,0,0
342853.75115,9684104,0,9684104,1000,1000,1000,1000,0,0,0,0
342853.803629,9736735,0,9736735,1000,1000,1000,1000,0,0,0,0
342853.856306,9789366,0,9789366,1000,1000,1000,1000,0,0,0,0
342853.908888,9841997,0,9841997,1000,1000,1000,1000,0,0,0,0
342853.961807,9894628,0,9894628,1000,1000,1000,1000,0,0,0,0
342854.014013,9947259,0,9947259,1000,1000,1000,1000,0,0,0,0
342854.066635,9999890,0,9999890,1000,1000,1000,1000,0,0,0,0
342854.119737,10052521,0,10052521,1000,1000,1000,1000,0,0,0,0
342857.59412,13526167,2,13526167,1000,1000,1000,1000,0,0,0,0
342857.645771,13578798,2,13578798,1000,1000,1000,1000,0,0,0,0
342857.698459,13631429,2,13631429,1000,1000,1000,1000,0,0,0,0
342857.750853,13684060,2,13684060,1000,1000,1000,1000,0,0,0,0
342857.803834,13736691,2,13736691,1000,1000,1000,1000,0,0,0,0
342857.856504,13789322,2,13789322,1000,1000,1000,1000,0,0,0,0
342857.909141,13841953,2,13841953,1000,1000,1000,1000,0,0,0,0
342857.961684,13894584,2,13894584,1000,1000,1000,1000,0,0,0,0
342858.01453,13947215,2,13947215,1000,1000,1000,1000,0,0,0,0
342858.067001,13999846,2,13999846,1000,1000,1000,1000,0,0,0,0
342858.119514,14052477,2,14052477,1000,1000,1000,1000,0,0,0,0
342858.172362,14105108,2,14105108,1000,1000,1000,1000,0,0,0,0
342858.224985,14157739,2,14157739,1000,1000,1000,1000,0,0,0,0
342858.277663,14210370,2,14210370,1000,1000,1000,1000,0,0,0,0
342858.329851,14263001,2,14263001,1000,1000,1000,1000,0,0,0,0
342858.383218,14315632,2,14315632,1000,1000,1000,1000,0,0,0,0
342858.436682,14368263,2,14368263,1000,1000,1000,1000,0,0,0,0
342858.488356,14420894,2,14420894,1000,1000,1000,1000,0,0,0,0
342858.540529,14473525,2,14473525,1000,1000,1000,1000,0,0,0,0
342858.593264,14526156,2,14526156,1000,1000,1000,1000,0,0,0,0
342858.645572,14578787,2,14578787,1000,1000,1000,1000,0,0,0,0
342858.698495,14631418,2,14631418,1000,1000,1000,1000,0,0,0,0
342858.751446,14684049,2,14684049,1000,1000,1000,1000,0,0,0,0
342858.803723,14736680,2,14736680,1000,1000,1000,1000,0,0,0,0
342858.856581,14789311,2,14789311,1000,1000,1000,1000,0,0,0,0
342858.909024,14841942,2,14841942,1000,1000,1000,1000,0,0,0,0
342858.961946,14894573,2,14894573,1000,1000,1000,1000,0,0,0,0
342859.014325,14947204,2,14947204,1000,1000,1000,1000,0,0,0,0
342859.066805,14999835,2,14999835,1000,1000,1000,1000,0,0,0,0
342859.119826,15052466,2,15052466,1000,1000,1000,1000,0,0,0,0
342859.172262,15105097,2,15105097,1000,1000,1000,1000,0,0,0,0
342859.224569,15157728,2,15157728,1000,1000,1000,1000,0,0,0,0
342859.27741,15210359,2,15210359,1000,1000,1000,1000,0,0,0,0
342859.329966,15262990,2,15262990,1000,1000,1000,1000,0,0,0,0
342859.382621,15315621,2,15315621,1000,1000,1000,1000,0,0,0,0
342859.435168,15368252,2,15368252,1000,1000,1000,1000,0,0,0,0
342859.487845,15420883,2,15420883,1000,1000,1000,1000,0,0,0,0
342859.540955,15473514,2,15473514,1000,1000,1000,1000,0,0,0,0
342859.593528,15526145,2,15526145,1000,1000,1000,1000,0,0,0,0
342859.645556,15578776,2,15578776,1000,1000,1000,1000,0,0,0,0
342859.698455,15631407,2,15631407,1000,1000,1000,1000,0,0,0,0
342859.750985,15684038,2,15684038,1000,1000,1000,1000,0,0,0,0
342859.803519,15736669,2,15736669,1000,1000,1000,1000,0,0,0,0
342859.856177,15789300,2,15789300,1000,1000,1000,1000,0,0,0,0
342859.90886,15841931,2,15841931,1000,1000,1000,1000,0,0,0,0
342859.961913,15894562,2,15894562,1000,1000,1000,1000,0,0,0,0
342860.014159,15947193,2,15947193,1000,1000,1000,1000,0,0,0,0
342860.067093,15999824,2,15999824,1000,1000,1000,1000,0,0,0,0
342860.119793,16052455,2,16052455,1000,1000,1000,1000,0,0,0,0
342860.17219,16105086,2,16105086,1000,1000,1000,1000,0,0,0,0
342860.224582,16157717,2,16157717,1000,1000,1000,1000,0,0,0,0
342860.277608,16210348,2,16210348,1000,1000,1000,1000,0,0,0,0
342860.330146,16262979,2,16262979,1000,1000,1000,1000,0,0,0,0
342860.38273,16315610,2,16315610,1000,1000,1000,1000,0,0,0,0
342860.435466,16368241,2,16368241,1000,1000,1000,1000,0,0,0,0
342860.48781,16420872,2,16420872,1000,1000,1000,1000,0,0,0,0
342860.540733,16473503,2,16473503,1000,1000,1000,1000,0,0,0,0
342860.593514,16526134,2,16526134,1000,1000,1000,1000,0,0,0,0
342860.646011,16578765,2,16578765,1000,1000,1000,1000,0,0,0,0
342860.698445,16631396,2,16631396,1000,1000,1000,1000,0,0,0,0
342860.751107,16684027,2,16684027,1000,1000,1000,1000,0,0,0,0
342860.803846,16736658,2,16736658,1000,1000,1000,1000,0,0,0,0
342860.856324,16789289,2,16789289,1000,1000,1000,1000,0,0,0,0
342860.908846,16841920,2,16841920,1000,1000,1000,1000,0,0,0,0
342860.961363,16894551,2,16894551,1000,1000,1000,1000,0,0,0,0
342861.014431,16947182,2,16947182,1000,1000,1000,1000,0,0,0,0
342861.066869,16999813,2,16999813,1000,1000,1000,1000,0,0,0,0
342861.119503,17052444,2,17052444,1000,1000,1000,1000,0,0,0,0
342861.172655,17105075,2,17105075,1000,1000,1000,1000,0,0,0,0
342861.224849,17157706,2,17157706,1000,1000,1000,1000,0,0,0,0
342861.277266,17210337,2,17210337,1000,1000,1000,1000,0,0,0,0
342861.330022,17262968,2,17262968,1000,1000,1000,1000,0,0,0,0
342861.382584,17315599,2,17315599,1000,1000,1000,1000,0,0,0,0
342861.435286,17368230,2,17368230,1000,1000,1000,1000,0,0,0,0
342861.487765,17420861,2,17420861,1000,1000,1000,1000,0,0,0,0
342861.540581,17473492,2,17473492,1000,1000,1000,1000,0,0,0,0
342861.593434,17526123,2,17526123,1000,1000,1000,1000,0,0,0,0
342861.64565,17578754,2,17578754,1000,1000,1000,1000,0,0,0,0
342861.698643,17631385,2,17631385,1000,1000,1000,1000,0,0,0,0
342861.751258,17684016,2,17684016,1000,1000,1000,1000,0,0,0,0
342861.803615,17736647,2,17736647,1000,1000,1000,1000,0,0,0,0
342861.856334,17789278,2,17789278,1000,1000,1000,1000,0,0,0,0
342861.909067,17841909,2,17841909,1000,1000,1000,1000,0,0,0,0
342861.961698,17894540,2,17894540,1000,1000,1000,1000,0,0,0,0
342862.014172,17947171,2,17947171,1000,1000,1000,1000,0,0,0,0
342862.066661,17999802,2,17999802,1000,1000,1000,1000,0,0,0,0
342862.11958,18052433,2,18052433,1000,1000,1000,1000,0,0,0,0
342862.171914,18105064,2,18105064,1000,1000,1000,1000,0,0,0,0
342862.224989,18157695,2,18157695,1000,1000,1000,1000,0,0,0,0
342862.277227,18210326,2,18210326,1000,1000,1000,1000,0,0,0,0
342862.33029,18262957,2,18262957,1000,1000,1000,1000,0,0,0,0
342862.382798,18315588,2,18315588,1000,1000,1000,1000,0,0,0,0
342862.435101,18368219,2,18368219,1000,1000,1000,1000,0,0,0,0
342862.488208,18420850,2,18420850,1000,1000,1000,1000,0,0,0,0
342862.540541,18473481,2,18473481,1000,1000,1000,1000,0,0,0,0
342862.593073,18526112,2,18526112,1000,1000,1000,1000,0,0,0,0
342862.645594,18578743,2,18578743,1000,1000,1000,1000,0,0,0,0
342862.698585,18631374,2,18631374,1000,1000,1000,1000,0,0,0,0
342862.750904,18684005,2,18684005,1000,1000,1000,1000,0,0,0,0
342862.803814,18736636,2,18736636,1000,1000,1000,1000,0,0,0,0
342862.856384,18789267,2,18789267,1000,1000,1000,1000,0,0,0,0
342862.908842,18841898,2,18841898,1000,1000,1000,1000,0,0,0,0
342862.961519,18894529,2,18894529,1000,1000,1000,1000,0,0,0,0
342863.014372,18947160,2,18947160,1000,1000,1000,1000,0,0,0,0
342863.066872,18999791,2,18999791,1000,1000,1000,1000,0,0,0,0
342863.119721,19052422,2,19052422,1000,1000,1000,1000,0,0,0,0
342863.172514,19105053,2,19105053,1000,1000,1000,1000,0,0,0,0
342863.224871,19157684,2,19157684,1000,1000,1000,1000,0,0,0,0
342863.277304,19210315,2,19210315,1000,1000,1000,1000,0,0,0,0
342863.330036,19262946,2,19262946,1000,1000,1000,1000,0,0,0,0
342863.382816,19315577,2,19315577,1000,1000,1000,1000,0,0,0,0
342863.435409,19368208,2,19368208,1000,1000,1000,1000,0,0,0,0
342863.487762,19420839,2,19420839,1000,1000,1000,1000,0,0,0,0
342863.540492,19473470,2,19473470,1000,1000,1000,1000,0,0,0,0
342863.593084,19526101,2,19526101,1000,1000,1000,1000,0,0,0,0
342863.645792,19578732,2,19578732,1000,1000,1000,1000,0,0,0,0
342863.6982,19631363,2,19631363,1000,1000,1000,1000,0,0,0,0
342863.751223,19683994,2,19683994,1000,1000,1000,1000,0,0,0,0
342863.803996,19736625,2,19736625,1000,1000,1000,1000,0,0,0,0
342863.856574,19789256,2,19789256,1000,1000,1000,1000,0,0,0,0
342863.908801,19841887,2,19841887,1000,1000,1000,1000,0,0,0,0
342863.961497,19894518,2,19894518,1000,1000,1000,1000,0,0,0,0
342864.014033,19947149,2,19947149,1000,1000,1000,1000,0,0,0,0
342864.067124,19999780,2,19999780,1000,1000,1000,1000,0,0,0,0
342864.11945,20052411,2,20052411,1000,1000,1000,1000,0,0,0,0
342864.172187,20105042,2,20105042,1000,1000,1000,1000,0,0,0,0
342864.224995,20157673,2,20157673,1000,1000,1000,1000,0,0,0,0
342864.277288,20210304,2,20210304,1000,1000,1000,1000,0,0,0,0
342864.330177,20262935,2,20262935,1000,1000,1000,1000,0,0,0,0
342864.382512,20315566,2,20315566,1000,1000,1000,1000,0,0,0,0
342864.435372,20368197,2,20368197,1000,1000,1000,1000,0,0,0,0
342864.487957,20420828,2,20420828,1000,1000,1000,1000,0,0,0,0
342864.540522,20473459,2,20473459,1000,1000,1000,1000,0,0,0,0
342864.593105,20526090,2,20526090,1000,1000,1000,1000,0,0,0,0
342864.64604,20578721,2,20578721,1000,1000,1000,1000,0,0,0,0
342864.698389,20631352,2,20631352,1000,1000,1000,1000,0,0,0,0
342864.751073,20683983,2,20683983,1000,1000,1000,1000,0,0,0,0
342864.803978,20736614,2,20736614,1000,1000,1000,1000,0,0,0,0
342864.856115,20789245,2,20789245,1000,1000,1000,1000,0,0,0,0
342864.909166,20841876,2,20841876,1000,1000,1000,1000,0,0,0,0
342864.961841,20894507,2,20894507,1000,1000,1000,1000,0,0,0,0
342865.014453,20947138,2,20947138,1000,1000,1000,1000,0,0,0,0
342865.067053,20999769,2,20999769,1000,1000,1000,1000,0,0,0,0
342865.119657,21052400,2,21052400,1000,1000,1000,1000,0,0,0,0
342865.17195,21105031,2,21105031,1000,1000,1000,1000,0,0,0,0
342865.224823,21157662,2,21157662,1000,1000,1000,1000,0,0,0,0
342865.27752,21210293,2,21210293,1000,1000,1000,1000,0,0,0,0
342865.330102,21262924,2,21262924,1000,1000,1000,1000,0,0,0,0
342865.382862,21315555,2,21315555,1000,1000,1000,1000,0,0,0,0
342865.435038,21368186,2,21368186,1000,1000,1000,1000,0,0,0,0
342865.487814,21420817,2,21420817,1000,1000,1000,1000,0,0,0,0
342865.540647,21473448,2,21473448,1000,1000,1000,1000,0,0,0,0
342865.592967,21526079,2,21526079,1000,1000,1000,1000,0,0,0,0
342865.645561,21578710,2,21578710,1000,1000,1000,1000,0,0,0,0
342865.69877,21631341,2,21631341,1000,1000,1000,1000,0,0,0,0
342865.751263,21683972,2,21683972,1000,1000,1000,1000,0,0,0,0
342865.804101,21736603,2,21736603,1000,1000,1000,1000,0,0,0,0
342865.856159,21789234,2,21789234,1000,1000,1000,1000,0,0,0,0
342865.909063,21841865,2,21841865,1000,1000,1000,1000,0,0,0,0
342865.961494,21894496,2,21894496,1000,1000,1000,1000,0,0,0,0
342866.014163,21947127,2,21947127,1000,1000,1000,1000,0,0,0,0
342866.066881,21999758,2,21999758,1000,1000,1000,1000,0,0,0,0
342866.119358,22052389,2,22052389,1000,1000,1000,1000,0,0,0,0
342866.172397,22105020,2,22105020,1000,1000,1000,1000,0,0,0,0
342866.224685,22157651,2,22157651,1000,1000,1000,1000,0,0,0,0
342866.277621,22210282,2,22210282,1000,1000,1000,1000,0,0,0,0
342866.330282,22262913,2,22262913,1000,1000,1000,1000,0,0,0,0
342866.383032,22315544,2,22315544,1000,1000,1000,1000,0,0,0,0
342866.435163,22368175,2,22368175,1000,1000,1000,1000,0,0,0,0
342866.488298,22420806,2,22420806,1000,1000,1000,1000,0,0,0,0
342866.540789,22473437,2,22473437,1000,1000,1000,1000,0,0,0,0
342866.59348,22526068,2,22526068,1000,1000,1000,1000,0,0,0,0
342866.645874,22578699,2,22578699,1000,1000,1000,1000,0,0,0,0
342866.698385,22631330,2,22631330,1000,1000,1000,1000,0,0,0,0
342866.751056,22683961,2,22683961,1000,1000,1000,1000,0,0,0,0
342866.803694,22736592,2,22736592,1000,1000,1000,1000,0,0,0,0
342866.856169,22789223,2,22789223,1000,1000,1000,1000,0,0,0,0
342866.908727,22841854,2,22841854,1000,1000,1000,1000,0,0,0,0
342866.961699,22894485,2,22894485,1000,1000,1000,1000,0,0,0,0
342867.014254,22947116,2,22947116,1000,1000,1000,1000,0,0,0,0
342867.067103,22999747,2,22999747,1000,1000,1000,1000,0,0,0,0
342867.11954,23052378,2,23052378,1000,1000,1000,1000,0,0,0,0
342867.172304,23105009,2,23105009,1000,1000,1000,1000,0,0,0,0
342867.224794,23157640,2,23157640,1000,1000,1000,1000,0,0,0,0
342867.277632,23210271,2,23210271,1000,1000,1000,1000,0,0,0,0
342867.330315,23262902,2,23262902,1000,1000,1000,1000,0,0,0,0
342867.382994,23315533,2,23315533,1000,1000,1000,1000,0,0,0,0
342867.435521,23368164,2,23368164,1000,1000,1000,1000,0,0,0,0
342867.488232,23420795,2,23420795,1000,1000,1000,1000,0,0,0,0
342867.540771,23473426,2,23473426,1000,1000,1000,1000,0,0,0,0
342867.593204,23526057,3,23526057,1400,1400,1000,1000,0,0,0,0
342867.646041,23578688,3,23578688,1400,1400,1000,1000,0,0,0,0
342867.698258,23631319,3,23631319,1400,1400,1000,1000,0,0,0,0
342867.751249,23683950,3,23683950,1400,1400,1000,1000,0,0,0,0
